year,quantity,units,bgs_statistic_type_trans,bgs_commodity_trans,country_trans
1/1/1994,89,tonnes (metric),Imports,tin,Morocco
1/1/1994,6996,tonnes (metric),Imports,zinc,Morocco
1/1/1994,4500,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1994,2654000,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1994,9937,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1994,2460,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1994,6855120,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/1994,1290000,tonnes (metric),Imports,coal,Morocco
1/1/1994,1030,tonnes (metric),Imports,lead,Morocco
1/1/1994,98900,tonnes (metric),Imports,potash,Morocco
1/1/1994,3564,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1994,16369,tonnes (metric),Imports,lead,Morocco
1/1/1994,411442,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1994,638,tonnes (metric),Imports,salt,Morocco
1/1/1994,386,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1994,15200,tonnes (metric),Imports,kaolin,Morocco
1/1/1994,600,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1995,3409,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1995,18588,tonnes (metric),Imports,kaolin,Morocco
1/1/1995,403,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1995,666,tonnes (metric),Imports,salt,Morocco
1/1/1995,1740,tonnes (metric),Imports,lead,Morocco
1/1/1995,31977,tonnes (metric),Imports,potash,Morocco
1/1/1995,536555,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1995,23665,tonnes (metric),Imports,lead,Morocco
1/1/1995,51058,tonnes (metric),Imports,potash,Morocco
1/1/1995,3,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1995,2324,tonnes (metric),Imports,diatomite,Morocco
1/1/1995,3234,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1995,5260,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1995,1882417,tonnes (metric),Imports,coal,Morocco
1/1/1995,7098,tonnes (metric),Imports,titanium,Morocco
1/1/1995,2806820,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1995,6751486,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/1995,7733,tonnes (metric),Imports,zinc,Morocco
1/1/1995,2176,tonnes (metric),Imports,talc,Morocco
1/1/1995,5023,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/1995,159,tonnes (metric),Imports,tin,Morocco
1/1/1995,18164,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1996,14700,tonnes (metric),Imports,kaolin,Morocco
1/1/1996,51659,tonnes (metric),Imports,potash,Morocco
1/1/1996,29476,tonnes (metric),Imports,lead,Morocco
1/1/1996,37172,tonnes (metric),Imports,potash,Morocco
1/1/1996,523064,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1996,2600,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1996,778,tonnes (metric),Imports,salt,Morocco
1/1/1996,2600662,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1996,6314,tonnes (metric),Imports,zinc,Morocco
1/1/1996,1599,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1996,9,tonnes (metric),Imports,antimony,Morocco
1/1/1996,984,tonnes (metric),Imports,diatomite,Morocco
1/1/1996,19944,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1996,5612,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1996,5643,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/1996,2208734,tonnes (metric),Imports,coal,Morocco
1/1/1996,6000,tonnes (metric),Imports,titanium,Morocco
1/1/1996,142,tonnes (metric),Imports,tin,Morocco
1/1/1996,2285,tonnes (metric),Imports,talc,Morocco
1/1/1996,5743316,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/1997,7138,tonnes (metric),Imports,zinc,Morocco
1/1/1997,5390,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1997,2789,tonnes (metric),Imports,talc,Morocco
1/1/1997,11,tonnes (metric),Imports,antimony,Morocco
1/1/1997,2439,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1997,4571,tonnes (metric),Imports,feldspar,Morocco
1/1/1997,739,tonnes (metric),Imports,diatomite,Morocco
1/1/1997,6468,tonnes (metric),Imports,titanium,Morocco
1/1/1997,2962609,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1997,6014215,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/1997,120,tonnes (metric),Imports,tin,Morocco
1/1/1997,44910,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1997,2195410,tonnes (metric),Imports,coal,Morocco
1/1/1997,4376,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/1997,14403,tonnes (metric),Imports,lead,Morocco
1/1/1997,6781,tonnes (metric),Imports,salt,Morocco
1/1/1997,587408,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1997,4753,tonnes (metric),Imports,gypsum and plaster,Morocco
1/1/1997,1448,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1997,29331,tonnes (metric),Imports,potash,Morocco
1/1/1997,48057,tonnes (metric),Imports,potash,Morocco
1/1/1997,16005,tonnes (metric),Imports,kaolin,Morocco
1/1/1998,49526,tonnes (metric),Imports,potash,Morocco
1/1/1998,1008,tonnes (metric),Imports,gypsum and plaster,Morocco
1/1/1998,2383,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1998,557876,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1998,20585,tonnes (metric),Imports,lead,Morocco
1/1/1998,25541,tonnes (metric),Imports,kaolin,Morocco
1/1/1998,13873,tonnes (metric),Imports,salt,Morocco
1/1/1998,64215,tonnes (metric),Imports,potash,Morocco
1/1/1998,43751,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1998,6004075,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/1998,8110,tonnes (metric),Imports,titanium,Morocco
1/1/1998,1623,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/1998,2639586,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1998,714,tonnes (metric),Imports,diatomite,Morocco
1/1/1998,8227,tonnes (metric),Imports,feldspar,Morocco
1/1/1998,32,tonnes (metric),Imports,antimony,Morocco
1/1/1998,586,tonnes (metric),Imports,bentonite and fuller's earth,Morocco
1/1/1998,7815,tonnes (metric),Imports,zinc,Morocco
1/1/1998,290,tonnes (metric),Imports,zirconium,Morocco
1/1/1998,2698,tonnes (metric),Imports,talc,Morocco
1/1/1998,2655992,tonnes (metric),Imports,coal,Morocco
1/1/1998,113,tonnes (metric),Imports,tin,Morocco
1/1/1998,5373,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1998,3700,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1999,26681,tonnes (metric),Imports,lead,Morocco
1/1/1999,48101,tonnes (metric),Imports,potash,Morocco
1/1/1999,8820,tonnes (metric),Imports,salt,Morocco
1/1/1999,36130,tonnes (metric),Imports,potash,Morocco
1/1/1999,527763,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1999,1183,tonnes (metric),Imports,gypsum and plaster,Morocco
1/1/1999,2574,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1999,25520,tonnes (metric),Imports,kaolin,Morocco
1/1/1999,479,tonnes (metric),Imports,zirconium,Morocco
1/1/1999,2595055,tonnes (metric),Imports,coal,Morocco
1/1/1999,2854275,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1999,6026,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1999,1428,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/1999,8463,tonnes (metric),Imports,zinc,Morocco
1/1/1999,200,tonnes (metric),Imports,bentonite and fuller's earth,Morocco
1/1/1999,7767,tonnes (metric),Imports,titanium,Morocco
1/1/1999,7294,tonnes (metric),Imports,titanium,Morocco
1/1/1999,474,tonnes (metric),Imports,diatomite,Morocco
1/1/1999,7183023,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/1999,25,tonnes (metric),Imports,antimony,Morocco
1/1/1999,16548,tonnes (metric),Imports,feldspar,Morocco
1/1/1999,3543,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1999,48968,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1999,3596,tonnes (metric),Imports,talc,Morocco
1/1/1999,76,tonnes (metric),Imports,tin,Morocco
1/1/2000,24350,tonnes (metric),Imports,feldspar,Morocco
1/1/2000,,tonnes (metric),Imports,titanium,Morocco
1/1/2000,1093,tonnes (metric),Imports,bentonite and fuller's earth,Morocco
1/1/2000,4874,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/2000,5667,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/2000,40935,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/2000,8400,tonnes (metric),Imports,titanium,Morocco
1/1/2000,92,tonnes (metric),Imports,tin,Morocco
1/1/2000,2860921,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/2000,548,tonnes (metric),Imports,zirconium,Morocco
1/1/2000,6852525,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/2000,262,tonnes (metric),Imports,diatomite,Morocco
1/1/2000,3267465,tonnes (metric),Imports,coal,Morocco
1/1/2000,11134,tonnes (metric),Imports,zinc,Morocco
1/1/2000,2725,tonnes (metric),Imports,talc,Morocco
1/1/2000,1759,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/2000,32,tonnes (metric),Imports,antimony,Morocco
1/1/2000,4052,tonnes (metric),Imports,salt,Morocco
1/1/2000,37048,tonnes (metric),Imports,potash,Morocco
1/1/2000,27338,tonnes (metric),Imports,lead,Morocco
1/1/2000,1015,tonnes (metric),Imports,gypsum and plaster,Morocco
1/1/2000,,kilograms,Imports,iodine,Morocco
1/1/2000,45543,tonnes (metric),Imports,potash,Morocco
1/1/2000,25231,tonnes (metric),Imports,kaolin,Morocco
1/1/2000,2858,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/2000,578966,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/2000,,tonnes (metric),Imports,lead,Morocco
1/1/2000,,tonnes (metric),Imports,manganese,Morocco
1/1/2001,31004,tonnes (metric),Imports,kaolin,Morocco
1/1/2001,678648,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/2001,18008,tonnes (metric),Imports,lead,Morocco
1/1/2001,4279,tonnes (metric),Imports,salt,Morocco
1/1/2001,1130,tonnes (metric),Imports,gypsum and plaster,Morocco
1/1/2001,48592,tonnes (metric),Imports,potash,Morocco
1/1/2001,3492,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/2001,50824,tonnes (metric),Imports,potash,Morocco
1/1/2001,1651,tonnes (metric),Imports,bentonite and fuller's earth,Morocco
1/1/2001,41,tonnes (metric),Imports,antimony,Morocco
1/1/2001,284,tonnes (metric),Imports,diatomite,Morocco
1/1/2001,2895,tonnes (metric),Imports,talc,Morocco
1/1/2001,6621677,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/2001,17970,tonnes (metric),Imports,feldspar,Morocco
1/1/2001,7608,tonnes (metric),Imports,titanium,Morocco
1/1/2001,844,tonnes (metric),Imports,zirconium,Morocco
1/1/2001,8180,tonnes (metric),Imports,titanium,Morocco
1/1/2001,2854126,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/2001,52087,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/2001,57,tonnes (metric),Imports,tin,Morocco
1/1/2001,6797,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/2001,918,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/2001,4102885,tonnes (metric),Imports,coal,Morocco
1/1/2001,6042,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
